CountryName,ArrID,ArrType,ApprovalDate,InitialEndDate,RevisedEndDate,IniPgmYr,BoardActDate,ReviewType,ReviewSequence,EconDescrpt,Descpt,CondtOriginTxt,SPC_PA_SB,CondtSource,CondtSourceTxt,LeadInst,TestDate,Status,Comments
UGANDA,585,PSI,12/15/2006,12/14/2009,05/12/2010,2006,05/12/2010,R7,L   ,"3. Civil service and public employment reforms, and wages","Implement pilot Integrated Personnel and Payroll System in three Commissions (Public Service Commission, Health Service Commission, Education Service Commission), Ministries (Finance Ministry, Health Ministry, Public Service Ministry, Education Ministry), and Local Government (Lira and Jinja Districts)",,SB,,,,09/30/2010,CAN,"At P1R6, this is the new test date. At P1R7, this is cancelled. This sb is carried over to the new succeeding PSI."
UGANDA,585,PSI,12/15/2006,12/14/2009,05/12/2010,2006,05/12/2010,R7,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","Establish a new supervisory body for financial institutions not under the statutory supervision of the BOU.  This will include private and public pension funds, insurance companies, and the Uganda Development Bank.",,SB,,,,12/31/2007,CAN,"At P1R1, this sb was eliminated. A modified version of the proposed measure was included as a sac, with 1/31/08 test date."
UGANDA,585,PSI,12/15/2006,12/14/2009,05/12/2010,2006,05/12/2010,R7,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","The BOU, in consultation with other members of the Monetary Affairs Committee of the EAC , will finalize a comprehensive draft of financial market development strategy.",,SB,,,,05/31/2008,M,NULL
UGANDA,585,PSI,12/15/2006,12/14/2009,05/12/2010,2006,05/12/2010,R7,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Submit to Parliament draft regulatory framework for pension funds.,Condition is new,SB,,,,12/31/2008,NM,"Not met at P1R5. Submission now expected by September 30, 2009."
UGANDA,585,PSI,12/15/2006,12/14/2009,05/12/2010,2006,05/12/2010,R7,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Submit to Parliament draft regulatory framework for pension funds.,,SB,,,,09/30/2009,NM,"At P1R5, end-September 2009 is the new testdate for this s.b. At P1R6, macro criticality: To encourage the development of the financial sector and promote private savings. At P1R6, not met; new test date specified is end-June 2010"
UGANDA,585,PSI,12/15/2006,12/14/2009,05/12/2010,2006,05/12/2010,R7,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Submit to Parliament draft regulatory framework for pension funds.,,SB,,,,06/30/2010,CAN,"At P1R6, this is the new test date. At P1R7, this is cancelled on approval of a new succeeding PSI."
UGANDA,585,PSI,12/15/2006,12/14/2009,05/12/2010,2006,05/12/2010,R7,L   ,11.1. Private sector legal and regulatory environment reform (non financial sector),Begin procurement process for the national identity card system.,,SB,,,,02/28/2008,MOD,"At P1R1, this sb modified from ""introduce national identity card system"", to current sb, while retaining end-February 2008 test date.At P1R2, revised, and action made more specific and made assessment criterion with 6/30/2008 test date."
UGANDA,585,PSI,12/15/2006,12/14/2009,05/12/2010,2006,05/12/2010,R7,L   ,11.2. Natural resource and agricultural policies (excl. public enterprises and pricing),Update national energy (Oil) policy to include macroeconomic policy options.,,SB,,,,06/30/2008,M,NULL
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.1. Revenue measures, excluding trade policy",Submit to Cabinet a new tax procedure code (MEFP ¶21).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,04/01/2013,MD,"Introduced at R4. Macroeconomic rationale: To improve domestic revenue mobilization. At R5, ongoing. At R6, the Board was informed that this SB was met by end-June 2013."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.2. Revenue administration, including customs","In the context of the BFP, announce a detailed workplan and timetable for introduction of the National Identification System?including building an interface with URA records?by 2012.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,04/01/2011,M,Introduced at the time of R1 which was not completed. See staff report for the First Review of the PSI. Macroeconomic rationale: To enhance tax administration and facilitate the combating of money laundering and the financing of terrorism.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.2. Revenue administration, including customs",URA to issue and begin to enforce proposed transfer pricing guidelines.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2011,M,"Introduced at R2. Macroeconomic rationale: To reduce tax planning and prepare for large scale petroleum revenues. Issued by June 30, 2011, for enforcement beginning in July 2011."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.2. Revenue administration, including customs","As part of introduction of national identification system, 4 million additional citizens will have received IDs.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2012,MOD,"Introduced at R2. Macroeconomic rationale: To support efforts to strengthen revenue collection and combat money laundering and the financing of terrorism. At R3, on track. At R4, ongoing. Projected completion date to be re-phased to December 31, 2012."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.2. Revenue administration, including customs","As part of introduction of national identification system, 4 million additional citizens will have received IDs.",,SB,,,,12/31/2012,NM,"At R4, ongoing. Projected completion date to be re-phased to December 31, 2012."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.3. Expenditure measures, including arrears clearance","Extend the ""straight-through payment"" system (STP) now employed for pensions to the utility sector (electricity, water, telephone, and rental payments).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,07/31/2010,NM,"Introduced at R0. Macroeconomic rationale: Help control accumulation of arrears. (See staff report for First Review of the PSI). At R2, new test date of 6/30/2011, specified."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.3. Expenditure measures, including arrears clearance","Extend the ""straight-through payment"" system (STP) now employed for pensions to the utility sector (electricity, water, telephone, and rental payments).",,SB,,,,06/30/2011,NM,"At R2, new test date specified. At R3, Not met ? to be replaced by new benchmark."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.3. Expenditure measures, including arrears clearance",Report on the implementation of mandatory rotation of accountants and procurement officers.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2010,PM,Introduced at R0. Macroeconomic rationale: Help control accumulation of arrears.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Implement pilot Integrated Personnel and Payroll System (IPPS) in four (4) commissions four (4) ministries, judiciary (courts and judicature) and two (2) local governments.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,,09/30/2010,MD,Introduced at R0. Macroeconomic rationale: Strengthen oversight and control of public payroll. Met in December 2010.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.6. Expenditure auditing, accounting, and financial controls",Undertake an inventory of existing government accounts and close immediately those which are no longer justified by a current project or legitimate activity.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,WB,12/31/2010,M,Introduced at R0. Macroeconomic rationale: Enhance transparency and monitoring of public finances.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Begin submitting to Cabinet regular quarterly reports on unpaid bills of spending units, based on data in the Commitment Control System (CCS) for the previous quarter of the financial year.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,04/01/2011,NM,Introduced at the time of R1 which was not completed. See staff report for the First Review of the PSI. Macroeconomic rationale: To facilitate control and elimination of government expenditure arrears.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Begin submitting to Cabinet regular quarterly reports on unpaid bills of spending units, based on data in the Commitment Control System (CCS) for the previous quarter of the financial year.",,SB,,,,06/30/2011,MD,"New test date specified at R2. June 30, 2011, for the report covering Q3 of FY2010/11, and quarterly thereafter. Macroeconomic rationale: To facilitate control and elimination of expenditure arrears. At R3, A report for Q1 FY2011/12 for 7 of the 9 ministries was submitted to Cabinet on December 19, 2011."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Begin submitting to Cabinet regular quarterly reports on unpaid bills of spending units, based on data in the Commitment Control System (CCS) for the previous quarter of the financial year.",,SB,,,,12/30/2011,M,"At R4, met for this quarter."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Begin submitting to Cabinet regular quarterly reports on unpaid bills of spending units, based on data in the Commitment Control System (CCS) for the previous quarter of the financial year.",,SB,,,,07/01/2012,NM,For quarter ending 3/31/2012
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Begin submitting to Cabinet regular quarterly reports on unpaid bills of spending units, based on data in the Commitment Control System (CCS) for the previous quarter of the financial year.",,SB,,,,10/01/2012,NM,For quarter ending 6/30/2012.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Begin submitting to Cabinet regular quarterly reports on unpaid bills of spending units, based on data in the Commitment Control System (CCS) for the previous quarter of the financial year.",,SB,,,,01/01/2013,NM,"For quarter ending September 30, 2012."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Begin submitting to Cabinet regular quarterly reports on unpaid bills of spending units, based on data in the Commitment Control System (CCS) for the previous quarter of the financial year.",,SB,,,,04/30/2013,NM,"For quarter ending December 31, 2012."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Government to submit to Cabinet a strategy to contain increases in power sector subsidies, including establishing the timeframe over which Energy Regulatory Authority (ERA) is to move power tariffs to a rules-based, cost-recovery level, and setting out options for the period when power demand outstrips the additional capacity coming from Bujagali hydro project (MEFP ¶36).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,04/01/2012,M,Introduced at R3. Macroeconomic rationale: Prevent accumulation of expenditure arrears.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Government will include in the Budget Framework Paper a status report of all ongoing PPP programs, including individual estimates of each project?s contingent liability.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2013,NM,Introduced at R5. Macroeconomic rationale: To enhance fiscal transparency
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Government will submit to cabinet a concept note, reflecting the decision to introduce a TSA.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2013,MD,"Introduced at R5. Macroeconomic rationale: To strengthen public financial management. At R6, At R6, the Board was informed that this SB was met by end-June 2013."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Complete and publish a review of existing tax holidays and exemptions and formulate and submit to Cabinet recommendations for their streamlining.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,,06/30/2010,NM,Introduced at R0. Macroeconomic rationale: Strengthen revenue mobilization. (Staff report for First Review of PSI).
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Prepare and include in Budget Framework Paper (BFP) a detailed report on actual and paid consumption of electricity and water, broken down by individual spending unit at the central government level, for FY2007/08, FY2008/09, and FY2009/10.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,04/01/2011,M,Introduced at the time of R1 which was not completed. See staff report for the First Review of the PSI. Macroeconomic rationale: To facilitate introduction of ?straight-through payments? (STP) system in FY2011/12. 
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","In the context of the BFP, the Minister will report full information to Parliament on the amounts of the exceptional spending.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,04/01/2011,M,Introduced at the time of R1 which was not completed. See staff report for the First Review of the PSI. Macroeconomic rationale: To enhance fiscal management and transparency.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Government to begin to gazette and publish on the internet the names of beneficiaries (whether individual or corporation) of all tax expenditures.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2011,MD,"Introduced at R2. Macroeconomic rationale: Enforce discipline in issuance of tax exemptions. Beginning Sept. 30, 2011 and quarterly thereafter. At R3, accomplished on December 9, 2011."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Government to begin to gazette and publish on the internet the names of beneficiaries (whether individual or corporation) of all tax expenditures.,,SB,,,,12/31/2011,M,"At R4, met for this quarter."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Government to begin to gazette and publish on the internet the names of beneficiaries (whether individual or corporation) of all tax expenditures.,,SB,,,,07/01/2012,M,For quarter ending 3/31/2012.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Government to begin to gazette and publish on the internet the names of beneficiaries (whether individual or corporation) of all tax expenditures.,,SB,,,,10/01/2012,M,For quarter ending 6/30/2012.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Government to begin to gazette and publish on the internet the names of beneficiaries (whether individual or corporation) of all tax expenditures.,,SB,,,,01/01/2013,M,"For quarter ending September 30, 2012."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Government to begin to gazette and publish on the internet the names of beneficiaries (whether individual or corporation) of all tax expenditures.,,SB,,,,04/30/2013,M,"For quarter ending December 31, 2012."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Government to maintain transparency over the treatment of unspent budgetary funds at the end of the fiscal year by (i) publishing the balances as at June 30 and September 30 on all government accounts in the BoU and commercial banks.,Condition is new,SB,,,IMF,07/31/2011,MD,"Introduced at R2. Macroeconomic rationale: To enhance budgetary discipline and promote fiscal transparency. At R3, Central government accounts went to zero on June 30, but local government accounts remained. Balances on these were published on Dec 12, 2011."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Government to maintain transparency over the treatment of unspent budgetary funds at the end of the fiscal year by (i) publishing the balances as at June 30 and September 30 on all government accounts in the BoU and commercial banks.,,SB,,,,07/31/2012,NM,"For June 30, 2012 data."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Government to maintain transparency over the treatment of unspent budgetary funds at the end of the fiscal year by (i) publishing the balances as at June 30 and September 30 on all government accounts in the BoU and commercial banks.,,SB,,,,10/30/2012,NM,"For September 30, 2012 data."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Government to maintain transparency over the treatment of unspent budgetary funds at the end of the fiscal year by (i) publishing the balances as at June 30 and September 30 on all government accounts in the BoU and commercial banks.,,SB,,,,01/31/2013,NM,For end-December 2012 data.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Government to maintain transparency over the treatment of unspent budgetary funds at the end of the fiscal year by (i) publishing the balances as at June 30 and September 30 on all government accounts in the BoU and commercial banks.,,SB,,,,04/30/2013,NM,For end-March 2013 data.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Government to maintain transparency over the treatment of unspent budgetary funds at the end of the fiscal year by (ii) in order to spend any balances held over from the previous year beyond end-June, parliamentary approval as well as supporting work and procurement plans will be required.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,10/31/2011,NM,"Introduced at R2. Macroeconomic rationale: To enhance budgetary discipline and promote fiscal transparency. At R3, Parliament did not re-appropriate the balances."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Government to maintain transparency over the treatment of unspent budgetary funds at the end of the fiscal year by (ii) in order to spend any balances held over from the previous year beyond end-June, parliamentary approval as well as supporting work and procurement plans will be required.",,SB,,,,07/31/2012,NM,"For June 30, 2012 data."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Government to maintain transparency over the treatment of unspent budgetary funds at the end of the fiscal year by (ii) in order to spend any balances held over from the previous year beyond end-June, parliamentary approval as well as supporting work and procurement plans will be required.",,SB,,,,10/30/2012,NM,"For September 30, 2012 data."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Government to maintain transparency over the treatment of unspent budgetary funds at the end of the fiscal year by (ii) in order to spend any balances held over from the previous year beyond end-June, parliamentary approval as well as supporting work and procurement plans will be required.",,SB,,,,01/31/2013,NM,"Continuous. Not met for December 31, 2012 data to be published by January 31, 2013."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Government to maintain transparency over the treatment of unspent budgetary funds at the end of the fiscal year by (ii) in order to spend any balances held over from the previous year beyond end-June, parliamentary approval as well as supporting work and procurement plans will be required.",,SB,,,,04/30/2013,NM,"Continuous. Not met for March 31, 2013 data to be published by April 30, 2013."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Government to publish releases by MoFPED for power and water obligations of spending ministries, and actual payments by them, with sanctions to be applied to the named Accounting Officers of agencies that run arrears on these utilities. (MEFP ¶33).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/15/2011,PM,"Introduced at R3. Macroeconomic rationale: Help control accumulation of arrears. Replaces benchmark on ?straightthrough payments?. December 15, 2011 (for the previous quarter) and quarterly thereafter. At R4, Partly met. Data published on web , but sanctions not applied."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Government to publish releases by MoFPED for power and water obligations of spending ministries, and actual payments by them, with sanctions to be applied to the named Accounting Officers of agencies that run arrears on these utilities. (MEFP ¶33).",,SB,,,,07/01/2012,M,For quarter ending 3/31/2012.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Government to publish releases by MoFPED for power and water obligations of spending ministries, and actual payments by them, with sanctions to be applied to the named Accounting Officers of agencies that run arrears on these utilities. (MEFP ¶33).",,SB,,,,10/01/2012,NM,For quarter ending 6/30/2012.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Government to publish releases by MoFPED for power and water obligations of spending ministries, and actual payments by them, with sanctions to be applied to the named Accounting Officers of agencies that run arrears on these utilities. (MEFP ¶33).",,SB,,,,01/01/2013,NM,"For quarter ending September 30, 2012."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Government to publish releases by MoFPED for power and water obligations of spending ministries, and actual payments by them, with sanctions to be applied to the named Accounting Officers of agencies that run arrears on these utilities. (MEFP ¶33).",,SB,,,,04/30/2013,NM,"For quarter ending December 31, 2012."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"1.8. Budget preparation (e.g., submission or approval)","Government to submit to Parliament a supplementary budget to cover known arrears and under-budgeted spending obligations, including those for power sector subsidies which may be required in light of ERA?s tariff setting policy. (MEFP ¶35).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,04/30/2012,NM,"Introduced at R3. Macroeconomic rationale: Prevent accumulation of expenditure arrears. At R4, Not met. Supplementary Budget submitted does not contain resources to settle arrears, the volume of which Government disputes. Discussions with creditors are under way."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,2.1. Central bank operations and reforms,Bank of Uganda to distribute in draft form a quarterly inflation report.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,M,Introduced at R4. Macroeconomic rationale: To improve the monetary policy framework.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"2.2. Central bank auditing, transparency, and financial controls",BoU to include in Quarterly Report data on the net and gross positions of government in the BoU.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2011,M,"Introduced at R2. Macroeconomic rationale: Enhance central bank independence and prepare Bank of Uganda to move toward inflation targeting. Beginning Sept. 30, 2011 and monthly thereafter. At R3, met for this quarter."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"2.2. Central bank auditing, transparency, and financial controls",BoU to include in Quarterly Report data on the net and gross positions of government in the BoU.,,SB,,,,12/31/2011,M,"At R4, met for this quarter."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"2.2. Central bank auditing, transparency, and financial controls",BoU to include in Quarterly Report data on the net and gross positions of government in the BoU.,,SB,,,,07/01/2012,M,For quarter ending 3/31/2012.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"2.2. Central bank auditing, transparency, and financial controls",BoU to include in Quarterly Report data on the net and gross positions of government in the BoU.,,SB,,,,10/01/2012,M,For quarter ending 6/30/2012.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"2.2. Central bank auditing, transparency, and financial controls",BoU to include in Quarterly Report data on the net and gross positions of government in the BoU.,,SB,,,,01/01/2013,M,"For quarter ending September 30, 2012."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,"2.2. Central bank auditing, transparency, and financial controls",BoU to include in Quarterly Report data on the net and gross positions of government in the BoU.,,SB,,,,04/30/2013,M,"For quarter ending December 31, 2012."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,4.1. Pension reforms,Submit the Retirement Benefits Authorities Bill to parliament.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,08/31/2010,M,Introduced at R0. Macroeconomic rationale: Encourage development of long-term savings. (See staff report on First Review of the PSI).
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,10. Economic statistics (excluding fiscal and central bank transparency and similar measures),Develop a set of high frequency indicators designed to capture activity and demand in the formal sector of the economy.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2011,M,Introduced at R0. Macroeconomic rationale: Enhance macroeconomic information.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,10. Economic statistics (excluding fiscal and central bank transparency and similar measures),Produce and disseminate within government a monthly index of economic activity relying on the various high-frequency indicators available.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2011,MD,"Introduced at R2. Macroeconomic rationale: To facilitate the conduct of monetary policy. Beginning Sept. 30, 2011 and quarterly thereafter. At R3, Met with delay ?first monthly report (through September 2011) distributed on December 9, 2011."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,10. Economic statistics (excluding fiscal and central bank transparency and similar measures),Produce and disseminate within government a monthly index of economic activity relying on the various high-frequency indicators available.,,SB,,,,12/31/2011,NM,"At R4, Not met. Monthly index produced but not disseminated. Technical assistance has been requested to improve data quality."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,10. Economic statistics (excluding fiscal and central bank transparency and similar measures),Produce and disseminate within government a monthly index of economic activity relying on the various high-frequency indicators available.,,SB,,,,07/01/2012,M,For quarter ending 3/31/2012.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,10. Economic statistics (excluding fiscal and central bank transparency and similar measures),Produce and disseminate within government a monthly index of economic activity relying on the various high-frequency indicators available.,,SB,,,,10/01/2012,M,For quarter ending 6/30/2012.
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,10. Economic statistics (excluding fiscal and central bank transparency and similar measures),Produce and disseminate within government a monthly index of economic activity relying on the various high-frequency indicators available.,,SB,,,,01/01/2013,M,"For quarter ending September 30, 2012."
UGANDA,639,PSI,05/12/2010,05/11/2013,06/28/2013,2010,06/28/2013,R6,L   ,10. Economic statistics (excluding fiscal and central bank transparency and similar measures),Produce and disseminate within government a monthly index of economic activity relying on the various high-frequency indicators available.,,SB,,,,04/30/2013,M,"For quarter ending December 31, 2012."
UGANDA,702,PSI,06/28/2013,06/27/2016,          ,2013,06/28/2013,R0,EL  ,2.1. Central bank operations and reforms,Government to carry out the first stage of recapitalization of the Bank of Uganda with marketable securities to the amount stipulated by law.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,07/31/2013,SB,Introduced at R0. Macroeconomic rationale: To enhance monetary policy independence and central bank credibility.
UGANDA,702,PSI,06/28/2013,06/27/2016,          ,2013,06/28/2013,R0,EL  ,"1.6. Expenditure auditing, accounting, and financial controls",Ministry of Finance to submit to cabinet regular quarterly reports on unpaid bills of nine ministries based on data in the Commitment Control System (CCS) for the previous quarter of the fiscal year.,Condition was previously a structural benchmark,SB,"IMF, CtyTeam",IMF Country team,IMF,10/01/2013,SB,"This SB is carried over from the previous PSI program and re-introduced at R0 for this new PSI. Macroeconomic rationale: To facilitate control and elimination of expenditure arrears. October 1, 2013, for quarter ending June 30, 2013"
UGANDA,702,PSI,06/28/2013,06/27/2016,          ,2013,06/28/2013,R0,EL  ,"1.6. Expenditure auditing, accounting, and financial controls",Ministry of Finance to submit to cabinet regular quarterly reports on unpaid bills of nine ministries based on data in the Commitment Control System (CCS) for the previous quarter of the fiscal year.,,SB,,,,01/01/2014,SB,"January 1, 2014, for quarter ending September 30, 2013"
UGANDA,702,PSI,06/28/2013,06/27/2016,          ,2013,06/28/2013,R0,EL  ,"1.6. Expenditure auditing, accounting, and financial controls",Ministry of Finance to submit to cabinet regular quarterly reports on unpaid bills of nine ministries based on data in the Commitment Control System (CCS) for the previous quarter of the fiscal year.,,SB,,,,04/01/2014,SB,"April 1, 2014, for quarter ending December 31, 2013."
